study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA278075	SRP056260	SAMN03383959	SRS924824	SRX1013063	SRR2001487	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_GOM_Diel_6:05_7_30_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	176803	53310632	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 7m_GOM_Diel_6:05_7_30_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_GOM_Diel_6:05_7_30_2012_16S_V4_Amplicon	7m_GOM_Diel_6:05_7_30_2012_16S_V4_Amplicon_files	9888388;13533649	18beb83034f4b2ffad11d607f3e4ef61;d5dc3b7e737209fcddc705c977eaa8a6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001487/SRR2001487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001487/SRR2001487_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/007/SRR2001487/SRR2001487_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/007/SRR2001487/SRR2001487_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001487/SRR2001487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001487/SRR2001487_2.fastq.gz							29490156	69a7be6efcc026fb5290974b2607b9e8	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/007/SRR2001487	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/007/SRR2001487	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/007/SRR2001487				7m_GOM_Diel_6:05_7_30_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383960	SRS924823	SRX1013064	SRR2001488	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_GOM_Diel_6:05_7_30_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	284758	85848022	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_GOM_Diel_6:05_7_30_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_GOM_Diel_6:05_7_30_2012_16S_V4_Amplicon	15m_GOM_Diel_6:05_7_30_2012_16S_V4_Amplicon _files	15913397;21066076	2a6db90330e07e000cb7286afb687d93;db046391ead2386970e5be294334856a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001488/SRR2001488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001488/SRR2001488_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/008/SRR2001488/SRR2001488_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/008/SRR2001488/SRR2001488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001488/SRR2001488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001488/SRR2001488_2.fastq.gz							46217631	a131902dc55ea17e53242667825f353b	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/008/SRR2001488	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/008/SRR2001488	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/008/SRR2001488				15m_GOM_Diel_6:05_7_30_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383961	SRS924822	SRX1013065	SRR2001489	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_GOM_Diel_10:05_7_30_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	296729	89519328	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 7m_GOM_Diel_10:05_7_30_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_GOM_Diel_10:05_7_30_2012_16S_V4_Amplicon	7m_GOM_Diel_10:05_7_30_2012_16S_V4_Amplicon _files	16930559;22158188	e55333ec4985971f8215ab973c86fb91;fd676a6fb2cc8ec3c94ef752a5963ed2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001489/SRR2001489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001489/SRR2001489_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001489/SRR2001489_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001489/SRR2001489_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001489/SRR2001489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001489/SRR2001489_2.fastq.gz							49225441	e0dba5feb2e917311607fda4e25498ee	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001489	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/009/SRR2001489	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001489				7m_GOM_Diel_10:05_7_30_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383962	SRS924821	SRX1013066	SRR2001490	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_GOM_Diel_10:05_7_30_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	293199	88424059	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_GOM_Diel_10:05_7_30_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_GOM_Diel_10:05_7_30_2012_16S_V4_Amplicon	15m_GOM_Diel_10:05_7_30_2012_16S_V4_Amplicon_files	16841254;22492259	26e6905b704fb608e2f894fde39f0347;9e3f0204607d88c25ab183e1662119fd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001490/SRR2001490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001490/SRR2001490_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/000/SRR2001490/SRR2001490_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/000/SRR2001490/SRR2001490_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001490/SRR2001490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001490/SRR2001490_2.fastq.gz							48723376	329716e7a0b7ee0edfe0f1b09da0c758	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR2001490	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/000/SRR2001490	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR2001490				15m_GOM_Diel_10:05_7_30_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383963	SRS924820	SRX1013067	SRR2001491	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_GOM_Diel_14:00_7_30_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	245377	73992944	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_GOM_Diel_14:00_7_30_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_GOM_Diel_14:00_7_30_2012_16S_V4_Amplicon	15m_GOM_Diel_14:00_7_30_2012_16S_V4_Amplicon_files	14585560;19358233	b3da284077d7c130efafe9b917b450a4;92af45acf107b388d14507e33c823ca1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001491/SRR2001491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001491/SRR2001491_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/001/SRR2001491/SRR2001491_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/001/SRR2001491/SRR2001491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001491/SRR2001491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001491/SRR2001491_2.fastq.gz							41118518	a6bd34421683a625ef63d39ed44958df	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/001/SRR2001491	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/001/SRR2001491	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/001/SRR2001491				15m_GOM_Diel_14:00_7_30_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383964	SRS924819	SRX1013068	SRR2001492	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_GOM_Diel_18:40_7_30_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	421212	127089805	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_GOM_Diel_18:40_7_30_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_GOM_Diel_18:40_7_30_2012_16S_V4_Amplicon	15m_GOM_Diel_18:40_7_30_2012_16S_V4_Amplicon_files	25488895;32645333	dd69880b2388f7156aaa3bd27c8e1270;a721182b9928c5911fb6c8c55016db74	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001492/SRR2001492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001492/SRR2001492_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/002/SRR2001492/SRR2001492_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/002/SRR2001492/SRR2001492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001492/SRR2001492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001492/SRR2001492_2.fastq.gz							70349317	53391d2c9db2d6ba4998a7aa50120b6f	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/002/SRR2001492	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/002/SRR2001492	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/002/SRR2001492				15m_GOM_Diel_18:40_7_30_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383965	SRS924818	SRX1013069	SRR2001493	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_GOM_Diel_2:05_7_31_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	209794	63269118	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 7m_GOM_Diel_2:05_7_31_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_GOM_Diel_2:05_7_31_2012_16S_V4_Amplicon	7m_GOM_Diel_2:05_7_31_2012_16S_V4_Amplicon_files	11788746;16460196	443a8ae943742559f2b9fbdd950bd5d7;7563fa3ecd81c98187fed84779853154	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001493/SRR2001493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001493/SRR2001493_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001493/SRR2001493_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001493/SRR2001493_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001493/SRR2001493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001493/SRR2001493_2.fastq.gz							35452172	01564949ffd7e16a250552f7c56a35f6	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001493	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/003/SRR2001493	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001493				7m_GOM_Diel_2:05_7_31_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383966	SRS924817	SRX1013070	SRR2001494	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_GOM_Diel_2:05_7_31_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	271113	81770503	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_GOM_Diel_2:05_7_31_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_GOM_Diel_2:05_7_31_2012_16S_V4_Amplicon	15m_GOM_Diel_2:05_7_31_2012_16S_V4_Amplicon _files	15766826;20969563	5b4fedbe4618e2eb2e7fca81309670fb;0593af7cd9ec98dbe0a6c86ae8ce7269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001494/SRR2001494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001494/SRR2001494_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/004/SRR2001494/SRR2001494_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/004/SRR2001494/SRR2001494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001494/SRR2001494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001494/SRR2001494_2.fastq.gz							45290484	3f204068caebbf9a4c51e6ab16e0676f	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/004/SRR2001494	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/004/SRR2001494	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/004/SRR2001494				15m_GOM_Diel_2:05_7_31_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383967	SRS924816	SRX1013071	SRR2001495	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_GOM_Diel_6:05_7_31_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	390215	117755488	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 7m_GOM_Diel_6:05_7_31_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_GOM_Diel_6:05_7_31_2012_16S_V4_Amplicon	7m_GOM_Diel_6:05_7_31_2012_16S_V4_Amplicon_files	22428026;29633720	d96d30b6b4aa1227971c3f3b459ffff6;05f516be615f9ce7fdd5452f56e45b92	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001495/SRR2001495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001495/SRR2001495_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001495/SRR2001495_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001495/SRR2001495_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001495/SRR2001495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001495/SRR2001495_2.fastq.gz							65591242	12bf0a021a486e7b066f4d509871ea83	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001495	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/005/SRR2001495	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001495				7m_GOM_Diel_6:05_7_31_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383968	SRS924815	SRX1013072	SRR2001496	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_GOM_Diel_6:05_7_31_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	354333	106931811	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_GOM_Diel_6:05_7_31_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_GOM_Diel_6:05_7_31_2012_16S_V4_Amplicon	15m_GOM_Diel_6:05_7_31_2012_16S_V4_Amplicon _files	20789623;27551646	d847a14c3f8d251cc6e25df55501c078;01f248653a43111d4f8b952f00845c84	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001496/SRR2001496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001496/SRR2001496_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/006/SRR2001496/SRR2001496_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/006/SRR2001496/SRR2001496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001496/SRR2001496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001496/SRR2001496_2.fastq.gz							59314505	908c80ed1b373ed03edc05c1bff02dae	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/006/SRR2001496	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/006/SRR2001496	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/006/SRR2001496				15m_GOM_Diel_6:05_7_31_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383969	SRS924814	SRX1013073	SRR2001497	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_GOM_Diel_10:00_7_31_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	317759	95781775	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 7m_GOM_Diel_10:00_7_31_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_GOM_Diel_10:00_7_31_2012_16S_V4_Amplicon	7m_GOM_Diel_10:00_7_31_2012_16S_V4_Amplicon _files	18074752;24635894	752899137125f17a0753932d9f2f62f5;418a308504162efd0f8fffea7428b68f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001497/SRR2001497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001497/SRR2001497_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/007/SRR2001497/SRR2001497_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/007/SRR2001497/SRR2001497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001497/SRR2001497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001497/SRR2001497_2.fastq.gz							53475434	5e45934aa6901ac95b04947379733e0d	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/007/SRR2001497	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/007/SRR2001497	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/007/SRR2001497				7m_GOM_Diel_10:00_7_31_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383970	SRS924813	SRX1013074	SRR2001498	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	15m_GOM_Diel_10:00_7_31_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	299458	90296985	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 15m_GOM_Diel_10:00_7_31_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	15m_GOM_Diel_10:00_7_31_2012_16S_V4_Amplicon	15m_GOM_Diel_10:00_7_31_2012_16S_V4_Amplicon_files	18117823;24340754	b666a8f8825aeca6eb889d158411f57c;bd349308f612a4b9378078982b3ac2c7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001498/SRR2001498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001498/SRR2001498_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/008/SRR2001498/SRR2001498_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/008/SRR2001498/SRR2001498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001498/SRR2001498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001498/SRR2001498_2.fastq.gz							50608907	daf84ca4917f22a8af65f8e7abf28f8d	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/008/SRR2001498	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/008/SRR2001498	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/008/SRR2001498				15m_GOM_Diel_10:00_7_31_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383971	SRS924812	SRX1013075	SRR2001499	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_GOM_Diel_14:05_7_31_2012_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	269616	81330064	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 7m_GOM_Diel_14:05_7_31_2012_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_GOM_Diel_14:05_7_31_2012_16S_V4_Amplicon	7m_GOM_Diel_14:05_7_31_2012_16S_V4_Amplicon _files	15359531;20978687	17492e580f84a99f8cd5f0eb593c4358;509021246ed07187c0c9cefcb927a1aa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001499/SRR2001499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001499/SRR2001499_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001499/SRR2001499_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001499/SRR2001499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001499/SRR2001499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001499/SRR2001499_2.fastq.gz							45622949	5f9596f8feab6e8b8a1bebb0218a4446	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001499	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/009/SRR2001499	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001499				7m_GOM_Diel_14:05_7_31_2012_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
